Index,Direction,Time Stamp,Frame ID,Format,Type,Data Length,Data(HEX)
0,Send,07:33:36.696.0,0x00000313,Data,Standard,0x08,00 04 00 00 00 00 00 00 
1,Receive,07:33:36.698.0,0x00000608,Data,Standard,0x08,00 00 00 00 00 00 00 00 
2,Receive,07:33:36.700.0,0x00000600,Data,Standard,0x08,74 f9 52 b1 ff b9 28 00 
3,Send,07:33:36.708.0,0x00000313,Data,Standard,0x08,00 04 00 00 00 00 00 00 
4,Receive,07:33:36.710.0,0x00000608,Data,Standard,0x08,00 00 00 00 00 00 00 00 
5,Receive,07:33:36.710.0,0x00000600,Data,Standard,0x08,84 09 52 b1 ff b9 28 00 
6,Receive,07:33:36.718.0,0x00000608,Data,Standard,0x08,00 00 00 00 00 00 00 00 
7,Send,07:33:36.720.0,0x00000313,Data,Standard,0x08,00 04 00 00 00 00 00 00 
8,Receive,07:33:36.722.0,0x00000600,Data,Standard,0x08,84 09 52 b1 ff b9 28 00 
9,Receive,07:33:36.728.0,0x00000608,Data,Standard,0x08,00 00 00 00 00 00 00 00 
10,Receive,07:33:36.730.0,0x00000600,Data,Standard,0x08,94 19 52 b1 ff b9 28 00 
11,Send,07:33:36.732.0,0x00000313,Data,Standard,0x08,00 04 00 00 00 00 00 00 
12,Receive,07:33:36.738.0,0x00000608,Data,Standard,0x08,00 00 00 00 00 00 00 00 
13,Receive,07:33:36.740.0,0x00000600,Data,Standard,0x08,a4 29 52 b1 ff b9 28 00 
14,Send,07:33:36.744.0,0x00000313,Data,Standard,0x08,00 04 00 00 00 00 00 00 
15,Receive,07:33:36.748.0,0x00000608,Data,Standard,0x08,00 00 00 00 00 00 00 00 
16,Receive,07:33:36.750.0,0x00000600,Data,Standard,0x08,b4 39 52 b1 ff b9 28 00 
17,Receive,07:33:36.752.0,0x00000601,Data,Standard,0x08,0e e9 20 00 00 00 3f f8 
18,Receive,07:33:36.754.0,0x00000602,Data,Standard,0x08,1e e6 40 00 00 00 04 bc 
19,Send,07:33:36.756.0,0x00000313,Data,Standard,0x08,00 04 00 00 00 00 00 00 
20,Receive,07:33:36.758.0,0x00000604,Data,Standard,0x08,c0 e8 29 99 82 28 43 71 
21,Receive,07:33:36.758.0,0x00000608,Data,Standard,0x08,00 00 00 00 00 00 00 00 
22,Receive,07:33:36.760.0,0x00000600,Data,Standard,0x08,c4 49 52 b1 ff b9 28 00 
23,Receive,07:33:36.762.0,0x15000010,Data,Extend,0x08,81 2e 81 38 81 38 81 38 
24,Receive,07:33:36.764.0,0x15100010,Data,Extend,0x08,81 38 81 38 81 38 81 38 
25,Receive,07:33:36.766.0,0x15200010,Data,Extend,0x08,81 38 81 38 81 38 81 38 
26,Send,07:33:36.768.0,0x00000313,Data,Standard,0x08,00 04 00 00 00 00 00 00 
27,Receive,07:33:36.769.0,0x00000608,Data,Standard,0x08,00 00 00 00 00 00 00 00 
28,Receive,07:33:36.771.0,0x00000600,Data,Standard,0x08,d4 59 52 b1 ff b9 28 00 
29,Receive,07:33:36.773.0,0x15300010,Data,Extend,0x08,81 42 81 38 81 38 81 2e 
30,Receive,07:33:36.775.0,0x16500015,Data,Extend,0x08,35 1b 49 00 61 04 00 00 
31,Receive,07:33:36.779.0,0x00000608,Data,Standard,0x08,00 00 00 00 00 00 00 00 
32,Send,07:33:36.780.0,0x00000313,Data,Standard,0x08,00 04 00 00 00 00 00 00 
33,Receive,07:33:36.781.0,0x00000600,Data,Standard,0x08,e4 69 52 b1 ff b9 28 00 
34,Receive,07:33:36.783.0,0x0000032f,Data,Standard,0x08,50 41 33 30 30 30 30 31 
35,Receive,07:33:36.789.0,0x00000608,Data,Standard,0x08,00 00 00 00 00 00 00 00 
36,Receive,07:33:36.791.0,0x00000600,Data,Standard,0x08,f4 79 52 b1 ff b9 28 00 
37,Send,07:33:36.792.0,0x00000313,Data,Standard,0x08,00 04 00 00 00 00 00 00 
38,Receive,07:33:36.793.0,0x16500011,Data,Extend,0x08,e8 03 f0 14 00 00 00 00 
39,Receive,07:33:36.795.0,0x16500012,Data,Extend,0x08,00 00 00 00 00 00 00 00 
40,Receive,07:33:36.797.0,0x16500013,Data,Extend,0x08,00 00 00 00 00 00 00 00 
41,Receive,07:33:36.799.0,0x00000608,Data,Standard,0x08,00 00 00 00 00 00 00 00 
42,Receive,07:33:36.801.0,0x00000600,Data,Standard,0x08,04 89 52 b1 ff b9 28 00 
43,Receive,07:33:36.803.0,0x16500014,Data,Extend,0x08,f0 14 f0 14 00 00 01 00 
44,Send,07:33:36.804.0,0x00000313,Data,Standard,0x08,00 04 00 00 00 00 00 00 
45,Receive,07:33:36.805.0,0x00000603,Data,Standard,0x08,20 a6 4c 8c 86 c0 00 00 
46,Receive,07:33:36.807.0,0x00000605,Data,Standard,0x08,8b 71 04 01 fa 82 80 01 
47,Receive,07:33:36.809.0,0x00000608,Data,Standard,0x08,00 00 00 00 00 00 00 00 
48,Receive,07:33:36.811.0,0x00000600,Data,Standard,0x08,14 99 52 b1 ff b9 28 00 
49,Receive,07:33:36.813.0,0x00000606,Data,Standard,0x08,67 5b 3b 43 22 12 83 00 
50,Receive,07:33:36.815.0,0x0000060b,Data,Standard,0x08,09 0a 14 00 00 00 00 00 
51,Send,07:33:36.816.0,0x00000313,Data,Standard,0x08,00 04 00 00 00 00 00 00 
52,Receive,07:33:36.817.0,0x00000607,Data,Standard,0x08,13 a0 07 3a 00 4e c0 00 
53,Receive,07:33:36.819.0,0x00000608,Data,Standard,0x08,00 00 00 00 00 00 00 00 
54,Receive,07:33:36.821.0,0x00000600,Data,Standard,0x08,24 a9 52 b1 ff b9 28 00 
55,Receive,07:33:36.823.0,0x00000609,Data,Standard,0x08,09 04 31 01 01 00 04 00 
56,Receive,07:33:36.827.0,0x1b800010,Data,Extend,0x08,10 00 00 00 00 00 00 00 
57,Send,07:33:36.828.0,0x00000313,Data,Standard,0x08,00 04 00 00 00 00 00 00 
58,Receive,07:33:36.829.0,0x00000608,Data,Standard,0x08,00 00 00 00 00 00 00 00 
59,Receive,07:33:36.831.0,0x00000600,Data,Standard,0x08,34 b9 52 b1 ff b9 28 00 
60,Receive,07:33:36.833.0,0x18000010,Data,Extend,0x08,01 b8 01 86 01 b8 01 7c 
61,Receive,07:33:36.835.0,0x18300010,Data,Extend,0x08,14 ac 00 00 14 cc 14 9d 
62,Receive,07:33:36.837.0,0x17100010,Data,Extend,0x08,00 00 0d 66 00 00 09 77 
63,Receive,07:33:36.839.0,0x00000608,Data,Standard,0x08,00 00 00 00 00 00 00 00 
64,Send,07:33:36.840.0,0x00000313,Data,Standard,0x08,00 04 00 00 00 00 00 00 
65,Receive,07:33:36.841.0,0x00000600,Data,Standard,0x08,44 c9 52 b1 ff b9 28 00 
66,Receive,07:33:36.843.0,0x17300010,Data,Extend,0x08,00 00 00 00 00 00 00 00 
67,Receive,07:33:36.845.0,0x14000010,Data,Extend,0x08,86 00 fa 00 14 00 00 00 
68,Receive,07:33:36.847.0,0x00000622,Data,Standard,0x08,00 3f 3f 00 00 00 00 00 
69,Receive,07:33:36.849.0,0x00000608,Data,Standard,0x08,00 00 00 00 00 00 00 00 
70,Receive,07:33:36.851.0,0x00000600,Data,Standard,0x08,54 d9 52 b1 ff b9 28 00 
71,Send,07:33:36.852.0,0x00000313,Data,Standard,0x08,00 04 00 00 00 00 00 00 
72,Receive,07:33:36.853.0,0x00000601,Data,Standard,0x08,1e f9 20 00 00 00 3f f8 
73,Receive,07:33:36.855.0,0x00000602,Data,Standard,0x08,0e f6 40 00 00 00 04 bc 
74,Receive,07:33:36.857.0,0x00000604,Data,Standard,0x08,d0 f8 29 99 82 28 43 71 
75,Receive,07:33:36.859.0,0x00000608,Data,Standard,0x08,00 00 00 00 00 00 00 00 
76,Receive,07:33:36.861.0,0x00000600,Data,Standard,0x08,64 e9 52 b1 ff b9 28 00 
77,Receive,07:33:36.863.0,0x15000010,Data,Extend,0x08,81 2e 81 38 81 38 81 38 
78,Send,07:33:36.864.0,0x00000313,Data,Standard,0x08,00 04 00 00 00 00 00 00 
79,Receive,07:33:36.865.0,0x15100010,Data,Extend,0x08,81 38 81 38 81 38 81 38 
80,Receive,07:33:36.867.0,0x15200010,Data,Extend,0x08,81 38 81 38 81 38 81 38 
81,Receive,07:33:36.869.0,0x00000608,Data,Standard,0x08,00 00 00 00 00 00 00 00 
82,Receive,07:33:36.871.0,0x00000600,Data,Standard,0x08,74 f9 52 b1 ff b9 28 00 
83,Receive,07:33:36.873.0,0x15300010,Data,Extend,0x08,81 42 81 38 81 38 81 2e 
84,Receive,07:33:36.875.0,0x16500015,Data,Extend,0x08,35 1b 49 00 61 04 00 00 
85,Send,07:33:36.876.0,0x00000313,Data,Standard,0x08,00 04 00 00 00 00 00 00 
86,Receive,07:33:36.879.0,0x00000608,Data,Standard,0x08,00 00 00 00 00 00 00 00 
87,Receive,07:33:36.881.0,0x00000600,Data,Standard,0x08,84 09 52 b1 ff b9 28 00 
88,Receive,07:33:36.883.0,0x0000032f,Data,Standard,0x08,50 41 33 30 30 30 30 31 
89,Send,07:33:36.888.0,0x00000313,Data,Standard,0x08,00 04 00 00 00 00 00 00 
90,Receive,07:33:36.889.0,0x00000608,Data,Standard,0x08,00 00 00 00 00 00 00 00 
91,Receive,07:33:36.891.0,0x00000600,Data,Standard,0x08,84 09 52 b1 ff b9 28 00 
92,Receive,07:33:36.899.0,0x00000608,Data,Standard,0x08,00 00 00 00 00 00 00 00 
