Index,Direction,Time Stamp,Frame ID,Format,Type,Data Length,Data(HEX)
5243,Receive,14:40:37.114.0,0x00000052,Data,Standard,0x08,01 86 a0 43 00 00 00 04 
5244,Receive,14:40:37.115.0,0x00000053,Data,Standard,0x08,00 00 04 00 00 00 00 00 
5245,Receive,14:40:37.116.0,0x00000054,Data,Standard,0x08,00 00 00 00 00 00 00 00 
5246,Receive,14:40:37.118.0,0x00000022,Data,Standard,0x08,19 63 4e 02 27 e8 04 00 
5247,Send,14:40:37.118.0,0x00000020,Data,Standard,0x08,03 01 00 00 01 00 00 00 
5248,Receive,14:40:37.120.0,0x00000024,Data,Standard,0x08,04 c2 00 00 04 c2 00 00 
5249,Receive,14:40:37.120.0,0x00000025,Data,Standard,0x08,00 00 00 00 00 00 00 00 
5250,Receive,14:40:37.120.0,0x0000002e,Data,Standard,0x08,80 a5 89 60 00 01 00 00 
5251,Receive,14:40:37.122.0,0x00000022,Data,Standard,0x08,19 63 4e 02 27 e8 04 00 
5252,Receive,14:40:37.122.0,0x00000024,Data,Standard,0x08,04 c2 00 00 04 c2 00 00 
5253,Receive,14:40:37.124.0,0x00000025,Data,Standard,0x08,00 00 00 00 00 00 00 00 
5254,Receive,14:40:37.124.0,0x0000002e,Data,Standard,0x08,80 a5 89 60 00 02 00 00 
5255,Receive,14:40:37.130.0,0x00000022,Data,Standard,0x08,19 63 4e 02 27 e8 04 00 
5256,Receive,14:40:37.130.0,0x00000024,Data,Standard,0x08,04 c2 00 00 04 c2 00 00 
5257,Receive,14:40:37.130.0,0x00000025,Data,Standard,0x08,00 00 00 00 00 00 00 00 
5258,Send,14:40:37.130.0,0x00000020,Data,Standard,0x08,03 01 00 00 01 00 00 00 
5259,Receive,14:40:37.133.0,0x0000002e,Data,Standard,0x08,80 a5 89 60 00 03 00 00 
5260,Receive,14:40:37.140.0,0x00000022,Data,Standard,0x08,19 64 4e 02 27 e8 04 00 
5261,Receive,14:40:37.140.0,0x00000024,Data,Standard,0x08,04 c2 00 00 04 c2 00 00 
5262,Receive,14:40:37.142.0,0x00000025,Data,Standard,0x08,00 00 00 00 00 00 00 00 
5263,Receive,14:40:37.142.0,0x0000002e,Data,Standard,0x08,80 a5 89 60 00 04 00 00 
5264,Send,14:40:37.142.0,0x00000020,Data,Standard,0x08,03 01 00 00 01 00 00 00 
5265,Receive,14:40:37.151.0,0x00000022,Data,Standard,0x08,19 63 4e 02 27 e8 04 00 
5266,Receive,14:40:37.151.0,0x00000024,Data,Standard,0x08,04 c2 00 00 04 c2 00 00 
5267,Receive,14:40:37.152.0,0x00000025,Data,Standard,0x08,00 00 00 00 00 00 00 00 
5268,Receive,14:40:37.153.0,0x0000002e,Data,Standard,0x08,80 a5 89 60 00 05 00 00 
5269,Send,14:40:37.153.0,0x00000020,Data,Standard,0x08,03 01 00 00 01 00 00 00 
5270,Receive,14:40:37.159.0,0x00000022,Data,Standard,0x08,19 63 4e 02 27 e8 04 00 
5271,Receive,14:40:37.159.0,0x00000024,Data,Standard,0x08,04 c2 00 00 04 c2 00 00 
5272,Receive,14:40:37.161.0,0x00000025,Data,Standard,0x08,00 00 00 00 00 00 00 00 
5273,Receive,14:40:37.162.0,0x0000002e,Data,Standard,0x08,80 a5 89 60 00 06 00 00 
5274,Send,14:40:37.165.0,0x00000020,Data,Standard,0x08,03 01 00 00 01 00 00 00 
5275,Receive,14:40:37.170.0,0x00000022,Data,Standard,0x08,19 63 4e 02 27 e8 04 00 
5276,Receive,14:40:37.170.0,0x00000024,Data,Standard,0x08,04 c2 00 00 04 c2 00 00 
5277,Receive,14:40:37.171.0,0x00000025,Data,Standard,0x08,00 00 00 00 00 00 00 00 
5278,Receive,14:40:37.172.0,0x0000002e,Data,Standard,0x08,80 a5 89 60 00 07 00 00 
5279,Send,14:40:37.176.0,0x00000020,Data,Standard,0x08,03 01 00 00 01 00 00 00 
5280,Receive,14:40:37.180.0,0x00000022,Data,Standard,0x08,19 64 4e 02 27 e8 04 00 
5281,Receive,14:40:37.180.0,0x00000024,Data,Standard,0x08,04 c2 00 00 04 c2 00 00 
5282,Receive,14:40:37.181.0,0x00000025,Data,Standard,0x08,00 00 00 00 00 00 00 00 
5283,Receive,14:40:37.182.0,0x0000002e,Data,Standard,0x08,80 a5 89 60 00 08 00 00 
5284,Send,14:40:37.187.0,0x00000020,Data,Standard,0x08,03 01 00 00 01 00 00 00 
5285,Receive,14:40:37.190.0,0x00000022,Data,Standard,0x08,19 63 4e 02 27 e8 04 00 
5286,Receive,14:40:37.190.0,0x00000024,Data,Standard,0x08,04 c2 00 00 04 c2 00 00 
5287,Receive,14:40:37.192.0,0x00000025,Data,Standard,0x08,00 00 00 00 00 00 00 00 
5288,Receive,14:40:37.192.0,0x0000002e,Data,Standard,0x08,80 a5 89 60 00 09 00 00 
5289,Send,14:40:37.198.0,0x00000020,Data,Standard,0x08,03 01 00 00 01 00 00 00 
5290,Receive,14:40:37.200.0,0x00000022,Data,Standard,0x08,19 64 4e 02 27 e8 04 00 
5291,Receive,14:40:37.200.0,0x00000024,Data,Standard,0x08,04 c2 00 00 04 c2 00 00 
5292,Receive,14:40:37.201.0,0x00000025,Data,Standard,0x08,00 00 00 00 00 00 00 00 
5293,Receive,14:40:37.203.0,0x0000002e,Data,Standard,0x08,80 a5 89 60 00 0a 00 00 
5294,Receive,14:40:37.203.0,0x00000023,Data,Standard,0x08,28 0a 14 46 00 00 01 91 
5295,Receive,14:40:37.204.0,0x00000026,Data,Standard,0x08,4f 4f 21 45 45 45 45 46 
5296,Receive,14:40:37.204.0,0x00000027,Data,Standard,0x08,05 60 00 42 f0 03 99 e0 
5297,Receive,14:40:37.207.0,0x00000028,Data,Standard,0x08,01 42 01 42 0b 0d 00 00 
5298,Receive,14:40:37.207.0,0x0000002d,Data,Standard,0x08,00 00 04 00 00 00 00 00 
5299,Receive,14:40:37.208.0,0x00000029,Data,Standard,0x08,0c 99 0c 99 0c 99 0c 99 
5300,Send,14:40:37.209.0,0x00000020,Data,Standard,0x08,03 01 00 00 01 00 00 00 
5301,Receive,14:40:37.210.0,0x0000002a,Data,Standard,0x08,0c 99 0c 99 0c 99 0c 99 
5302,Receive,14:40:37.210.0,0x0000002b,Data,Standard,0x08,0c 99 0c 99 0c 9a 0c 99 
5303,Receive,14:40:37.211.0,0x0000002c,Data,Standard,0x08,0c 98 0c 9a 0c 9a 0c 98 
5304,Receive,14:40:37.212.0,0x0000002f,Data,Standard,0x08,00 00 00 00 00 00 00 00 
5305,Receive,14:40:37.212.0,0x00000050,Data,Standard,0x08,00 00 00 00 00 00 00 00 
5306,Receive,14:40:37.214.0,0x00000051,Data,Standard,0x08,00 00 00 00 c8 22 81 00 
5307,Receive,14:40:37.215.0,0x00000052,Data,Standard,0x08,01 86 a0 43 00 00 00 04 
5308,Receive,14:40:37.216.0,0x00000053,Data,Standard,0x08,00 00 04 00 00 00 00 00 
5309,Receive,14:40:37.217.0,0x00000054,Data,Standard,0x08,00 00 00 00 00 00 00 00 
5310,Receive,14:40:37.218.0,0x00000022,Data,Standard,0x08,19 64 4e 02 27 e8 04 00 
5311,Receive,14:40:37.220.0,0x00000024,Data,Standard,0x08,04 c2 00 00 04 c2 00 00 
5312,Receive,14:40:37.220.0,0x00000025,Data,Standard,0x08,00 00 00 00 00 00 00 00 
5313,Receive,14:40:37.221.0,0x0000002e,Data,Standard,0x08,80 a5 89 60 00 01 00 00 
5314,Receive,14:40:37.221.0,0x00000022,Data,Standard,0x08,19 63 4e 02 27 e8 04 00 
5315,Send,14:40:37.221.0,0x00000020,Data,Standard,0x08,03 01 00 00 01 00 00 00 
5316,Receive,14:40:37.222.0,0x00000024,Data,Standard,0x08,04 c2 00 00 04 c2 00 00 
5317,Receive,14:40:37.225.0,0x00000025,Data,Standard,0x08,00 00 00 00 00 00 00 00 
5318,Receive,14:40:37.225.0,0x0000002e,Data,Standard,0x08,80 a5 89 60 00 02 00 00 
5319,Receive,14:40:37.229.0,0x00000022,Data,Standard,0x08,19 63 4e 02 27 e8 04 00 
5320,Receive,14:40:37.229.0,0x00000024,Data,Standard,0x08,04 c2 00 00 04 c2 00 00 
5321,Receive,14:40:37.230.0,0x00000025,Data,Standard,0x08,00 00 00 00 00 00 00 00 
5322,Send,14:40:37.232.0,0x00000020,Data,Standard,0x08,03 01 00 00 01 00 00 00 
5323,Receive,14:40:37.233.0,0x0000002e,Data,Standard,0x08,80 a5 89 60 00 03 00 00 
5324,Receive,14:40:37.240.0,0x00000022,Data,Standard,0x08,19 64 4e 02 27 e8 04 00 
5325,Receive,14:40:37.240.0,0x00000024,Data,Standard,0x08,04 c2 00 00 04 c2 00 00 
5326,Receive,14:40:37.241.0,0x00000025,Data,Standard,0x08,00 00 00 00 00 00 00 00 
5327,Receive,14:40:37.243.0,0x0000002e,Data,Standard,0x08,80 a5 89 60 00 04 00 00 
5328,Send,14:40:37.244.0,0x00000020,Data,Standard,0x08,03 01 00 00 01 00 00 00 
5329,Receive,14:40:37.250.0,0x00000022,Data,Standard,0x08,19 63 4e 02 27 e8 04 00 
5330,Receive,14:40:37.250.0,0x00000024,Data,Standard,0x08,04 c2 00 00 04 c2 00 00 
5331,Receive,14:40:37.252.0,0x00000025,Data,Standard,0x08,00 00 00 00 00 00 00 00 
5332,Receive,14:40:37.253.0,0x0000002e,Data,Standard,0x08,80 a5 89 60 00 05 00 00 
5333,Send,14:40:37.256.0,0x00000020,Data,Standard,0x08,03 01 00 00 01 00 00 00 
5334,Receive,14:40:37.259.0,0x00000022,Data,Standard,0x08,19 63 4e 02 27 e8 04 00 
5335,Receive,14:40:37.259.0,0x00000024,Data,Standard,0x08,04 c2 00 00 04 c2 00 00 
5336,Receive,14:40:37.261.0,0x00000025,Data,Standard,0x08,00 00 00 00 00 00 00 00 
5337,Receive,14:40:37.262.0,0x0000002e,Data,Standard,0x08,80 a5 89 60 00 06 00 00 
5338,Send,14:40:37.268.0,0x00000020,Data,Standard,0x08,03 01 00 00 01 00 00 00 
5339,Receive,14:40:37.270.0,0x00000022,Data,Standard,0x08,19 64 4e 02 27 e8 04 00 
5340,Receive,14:40:37.270.0,0x00000024,Data,Standard,0x08,04 c2 00 00 04 c2 00 00 
5341,Receive,14:40:37.271.0,0x00000025,Data,Standard,0x08,00 00 00 00 00 00 00 00 
5342,Receive,14:40:37.272.0,0x0000002e,Data,Standard,0x08,80 a5 89 60 00 07 00 00 
5343,Receive,14:40:37.280.0,0x00000022,Data,Standard,0x08,19 63 4e 02 27 e8 04 00 
